t_ns,x,y,z,deviation_m
1780651959529942916,0.3971064249186126,-0.011111189321100307,0.2990479967709289,1.349742239293295e-05
1780651959539896697,0.3971066901437508,-0.011190508758760778,0.29936520416781903,1.3762993055084636e-05
1780651959550285741,0.3971064040591227,-0.011257684063168738,0.29963399656389333,1.3476152452545699e-05
1780651959561077526,0.3971066740994396,-0.011336863264676422,0.2999506417346691,1.3746546968146618e-05
1780651959571846886,0.3971063914851007,-0.01140391530147835,0.3002189396175282,1.3463192563632935e-05
1780651959583579491,0.39710666696184743,-0.011482986929836028,0.3005351531378067,1.3739031046344716e-05
1780651959592627759,0.39710638793672115,-0.011549944294595077,0.3008030709276421,1.3459280073267295e-05
1780651959602332827,0.397106669033067,-0.011628933422060311,0.3011189531321211,1.374074390881987e-05
1780651959612835133,0.39710733317564895,-0.011715886709223945,0.30146658164126094,1.4406008285137637e-05
1780651959623330612,0.3971072948576413,-0.011790037457896023,0.3017632027845105,1.436744195916316e-05
1780651959633338206,0.3971077982525142,-0.011875300198778603,0.30210411655342734,1.4871644384675294e-05
1780651959643973409,0.39710763143281075,-0.011947680004465958,0.30239369122216936,1.4704313935154211e-05
1780651959655377022,0.3971080249671539,-0.012031423954145117,0.30272856229407,1.509842988330025e-05
1780651959664953450,0.3971077790511352,-0.0121024698198983,0.30301282401921337,1.4851841181261296e-05
1780651959676271533,0.3971081049724219,-0.012185045310807087,0.30334304146138036,1.5178196790662285e-05
1780651959685410854,0.39710781224309294,-0.01225506766488281,0.30362322255088214,1.48846997851485e-05
1780651959695640249,0.39710809896109034,-0.012336746401438378,0.3039498649411848,1.5171760099730565e-05
1780651959706546170,0.397107780671809,-0.01240598315892781,0.30422691086654124,1.4852652979678024e-05
1780651959717069384,0.397108046990395,-0.012486973703807878,0.304550807023805,1.5119258936785705e-05
1780651959728959528,0.3971077168555661,-0.012555607454512036,0.30482544415798707,1.4788285045934743e-05
1780651959738194153,0.39710797497895245,-0.012636070100394386,0.30514723085971773,1.5046685907093064e-05
1780651959747745533,0.3971076415862377,-0.012704241101585266,0.3054200172565945,1.4712462501453221e-05
1780651959757926986,0.39710789923189305,-0.012784298382175152,0.3057401837463971,1.4970359676601491e-05
1780651959768196853,0.39710756772504874,-0.012852114010239231,0.3060115481484679,1.4638023846656574e-05
1780651959779005929,0.39710782956334256,-0.012931860326756472,0.3063304703031706,1.490010662986091e-05
1780651959788659067,0.39710750278920914,-0.012999403182744652,0.30660074209477794,1.4572515592466398e-05
1780651959799216006,0.39710777146665044,-0.013078910892755112,0.3069187087008271,1.4841433542838752e-05
1780651959809242463,0.3971074507781704,-0.013146244329451731,0.307188140934862,1.4519942049996592e-05
1780651959819295676,0.3971077276141497,-0.013225568997575578,0.30750537386558346,1.4797017965533958e-05
1780651959833487679,0.3971074134147193,-0.013292741652073573,0.3077741609494173,1.448203061159412e-05
1780651959840938417,0.39710769888273284,-0.013371925919727107,0.30809083067043497,1.4767738764412232e-05
1780651959851928769,0.39710739099669645,-0.013438975118381588,0.308359121955449,1.4459079443029088e-05
1780651959861701240,0.39710768505087174,-0.013518051717222708,0.3086753594367884,1.4753373865382889e-05
1780651959871709709,0.3971073829712137,-0.01358500610932794,0.3089432696588202,1.4450534513556272e-05
1780651959883775901,0.3971076852659502,-0.013664000162385628,0.30925917552722565,1.475306879839716e-05
1780651959895210720,0.39710738831741627,-0.013730881736099966,0.3095267928280084,1.4455372740253816e-05
1780651959903197857,0.3971066716392345,-0.01379901683482019,0.3097995389099708,1.3737233131268763e-05
1780651959913922037,0.39710667585104564,-0.01386841135431461,0.3100771269389629,1.3741189548847424e-05
1780651959924191214,0.39710712590179814,-0.013948173938994057,0.3103960686007952,1.419167859496179e-05
1780651959934642050,0.3971079894260248,-0.014035968343038906,0.3107470297276121,1.505628138406707e-05
1780651959945401784,0.39710805660921045,-0.014110827310249291,0.31104645922344665,1.5123312508544012e-05
1780651959955934800,0.39710870355109207,-0.01419672188704952,0.3113898801745698,1.577099781476016e-05
1780651959965826100,0.39710859802318166,-0.014269644454459385,0.31168161017076157,1.5665031070773528e-05
1780651959975272985,0.39710909714355863,-0.014353873295242285,0.3120184086863193,1.616464478578456e-05
1780651959985168646,0.39710888242098996,-0.014425333779328253,0.31230431927508506,1.5949299077842223e-05
1780651959995981593,0.39710928831185793,-0.014508281886213406,0.31263602072119123,1.635551364010728e-05
1780651960008760988,0.39710900649255687,-0.01457862075223685,0.3129174624336703,1.607295864675424e-05
1780651960019612504,0.3971093561683199,-0.01466058618403289,0.31324524914951124,1.642284687669544e-05
1780651960028810256,0.39710903529782277,-0.014730064348977293,0.313523258121808,1.6101177315845177e-05
1780651960041883329,0.39710824260618593,-0.014800828938116843,0.31380653549744864,1.530694015003835e-05
1780651960051092020,0.3971082199417037,-0.014872133267329668,0.31409177209253303,1.5283942912947658e-05
1780651960061173051,0.3971075689585134,-0.014943326111022358,0.3143767247784694,1.463167405333802e-05
1780651960070886853,0.3971087770810335,-0.015035080174169574,0.31474345363557543,1.5841121593774095e-05
1780651960082501734,0.39710893767855965,-0.015112093688775599,0.31505148229501795,1.6001625376379684e-05
1780651960093941613,0.397108621249928,-0.015179936709393549,0.3153229477587964,1.5684439559482228e-05
1780651960101899666,0.3971089377274392,-0.015259408200314663,0.3156407710664986,1.600101023495396e-05
1780651960112007120,0.39710860852419533,-0.015326736130795583,0.3159101794214592,1.5671027719491232e-05
1780651960122375232,0.39710893227962174,-0.015406061140714133,0.31622741608156313,1.5994869161284103e-05
1780651960132541188,0.39710860660805175,-0.015473225562529891,0.31649616915655265,1.5668428381034296e-05
1780651960143568502,0.39710893754983445,-0.015552411803746766,0.3168128503227539,1.599944368501937e-05
1780651960153414794,0.3971097188577046,-0.015639550437249496,0.3171612340065815,1.678139270607363e-05
1780651960164074287,0.3971096761954858,-0.015713845164458617,0.31745843978269445,1.6738327675662725e-05
1780651960175643913,0.3971090730694721,-0.01578945249947726,0.31776103308802617,1.613402186489713e-05
1780651960184968741,0.3971092221408364,-0.01586427142657512,0.3180602910982079,1.6282905126909835e-05
1780651960196080182,0.3971098396116258,-0.01594892496844829,0.318398778523185,1.6900740025716657e-05
1780651960206056531,0.3971096876218697,-0.016020890888671445,0.3186866959423818,1.6748192486309975e-05
1780651960216287668,0.39711019350883403,-0.01610427324208081,0.31902012712264133,1.725428505542474e-05
1780651960227828252,0.39710994502795166,-0.016174986187311835,0.319303055527815,1.7005121128124492e-05
1780651960236898619,0.3971103713766596,-0.01625728721000707,0.3196321801329151,1.7431590363928163e-05
1780651960247786082,0.39711006495799006,-0.016327051244961817,0.31991132536579214,1.7124436121065033e-05
1780651960258055401,0.3971104441568297,-0.01640852088511078,0.32023713788494246,1.750365868787371e-05
1780651960267959473,0.39711010437492866,-0.01647755672404727,0.32051337822317866,1.7163094614870312e-05
1780651960278543168,0.3971104582006982,-0.016558388778614014,0.3208366478442224,1.7516890939442345e-05
1780651960288372068,0.39711010110763006,-0.01662686594850954,0.3211106571395544,1.7158999068032507e-05
1780651960298879219,0.39711044391298245,-0.01670720892505096,0.32143197466482354,1.7501736784590336e-05
1780651960308890639,0.39711007975192114,-0.016775257395406584,0.3217042703975143,1.713677321939853e-05
1780651960319507697,0.3971104207822266,-0.016855225283210873,0.32202408956382006,1.7477710918381264e-05
1780651960332610134,0.39711005584879616,-0.01692294479042565,0.32229506913346445,1.7111980755106562e-05
1780651960340634554,0.3971104008734254,-0.017002625033061235,0.3226137384152465,1.7456895004269475e-05
1780651960351002354,0.3971100388147023,-0.017070092089445127,0.3228837070034301,1.7094050294329742e-05
1780651960361403592,0.39711039126281805,-0.017149551782458382,0.3232014940363661,1.744637467463901e-05
1780651960371827514,0.39711003397629413,-0.01721682509106512,0.3234706860035785,1.7088315527240833e-05
1780651960382144968,0.3971103957270732,-0.017296115714119452,0.32378779634154153,1.744993146525974e-05
1780651960392513772,0.3971112517777973,-0.01738335299332696,0.3241365925658511,1.830626890396639e-05
1780651960402487670,0.39711120593256993,-0.017457723746915232,0.3244341089330887,1.825993702090281e-05
1780651960412738123,0.39711185980995917,-0.01754320464937382,0.3247759250812587,1.8913899141476636e-05
1780651960424302394,0.39711165125665426,-0.017615747247421716,0.3250661630966026,1.8704702776952788e-05
1780651960433500025,0.39711216832112284,-0.017699659572026606,0.3254017356775046,1.9221706328881476e-05
1780651960442991897,0.3971118602787385,-0.017770825257320294,0.32568648640263154,1.891293025279012e-05
1780651960455030480,0.3971103368149503,-0.017853318871753697,0.32585691676118184,4.3692182504189435e-05
1780651960463788458,0.3971089038329799,-0.017923312188417147,0.32601529478940294,7.13905661779154e-05
1780651960474172776,0.39710711805185317,-0.01800485524056615,0.3260730320693787,0.00013543942686443245
1780651960485006103,0.3971055594227253,-0.018074026903887312,0.32613288627805115,0.0001877118189850668
1780651960495927534,0.3971041159292159,-0.01815489781316857,0.326104334552193,0.00027289878694539827
1780651960505862648,0.3971028405467818,-0.01822347907403226,0.32608854912709095,0.0003431755430567611
